Title,Artist,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time signature,Chorus Hit,Sections,Target,Lyrics
Havoc,Borknagar,spotify:track:5QZPJVZBG9DrsdWJ8jype5,0.258,0.96,11,-5.514,1,0.087,0.000408,0.347,0.0673,0.141,175.106,401031,4,68.70535,17,0,"Nature is about to regain
The firm bastion of existence
A circular and furious monument
Of the everlasting remnants of evolution

The winds rove beyond the mountains
Lurking the bate-the delusion of faith
The storm distends, retribution descends
The people of the sham, kneels in shame

Havoc"
When She Says Baby,Jason Aldean,spotify:track:3gVRILe7XCyNakb6sy5umX,0.673,0.76,0,-5.126,1,0.0361,0.0682,0.000116,0.309,0.807,113.063,171120,4,24.9381,6,1,"Some days it's tough just gettin' up
Throwin' on these boots and makin' that climb
Some days I'd rather be a no show lie low
'Fore I go outta my mind

But when she says baby (baby)
Oh, no matter what comes ain't goin' nowhere
She runs her fingers through my hair
And saves me
Yeah, that look in her eye's got me comin' alive
And drivin' me a good kinda crazy
When she says baby

Oh, when she says baby
Some nights I come home fightin' mad
Feel like runnin' my fist through the wall
"
Every Little Thing,Carly Pearce,spotify:track:1Dm4iAvqwYrZjgSFJNW5TG,0.636,0.428,0,-6.512,1,0.0375,0.434,1.02E-05,0.0903,0.32,139.919,181053,4,29.79872,9,1,"The scent that you left on my pillow
The sound of your heart beatin' with mine

The look in your eyes like a window
The taste of your kiss soaked in wine

Every little thing
I remember every little thing
The high, the hurt, the shine
The sting of every little thing

I guess you forgot what you told me
Because you left my heart on the floor
"
White Christmas,Iggy Pop,spotify:track:78z7xO1cYmbt6ceOIooG4X,0.491,0.469,1,-7.954,1,0.0251,0.681,0.675,0.201,0.566,84.982,207527,4,34.84812,10,0,"Ho, ho, ho

I'm dreaming of a white Christmas
Just like the ones I used to know
Where the tree tops glisten and children listen
To hear sleigh bells in the snow

I'm dreaming of a white Christmas
"
Dibs,Kelsea Ballerini,spotify:track:6FWrlXo99QRmPtOeUSWDjv,0.638,0.733,4,-4.7,1,0.052,0.231,0,0.103,0.651,87.999,183947,4,33.67267,9,1,"I know everybody wants you
That ain't no secret
Hey baby, what's your status?
And tell me are you tryna keep it?

Well, they can all back off
'Cause I know what I want
And while I got your attention
Did I mention?

If you got a kiss on your lips
That you're lookin' for somebody to take (hey)
If you got a heart that ain't afraid to love
Ain't afraid to break (hey)
If you've got a Friday night free and a shotgun seat
Well, I'm just sayin', ""I ain't got nowhere to be""
So baby, I'll take whatever it is you've got to give

Yeah, I'm callin' dibs
On your lips
On your kiss
On your time
Boy, I'm callin' dibs
On your hand
On your heart
"
All There,Jeezy,spotify:track:4l5lF04xjhTfYSopCXc4FU,0.685,0.768,4,-2.753,1,0.0336,0.0584,0,0.144,0.322,72.49,198413,4,68.72725,8,0,"Tre, Tre

Dope boy 95 air max on
Came from up the road boy you know we tax homes
You want a whole thing hit me on the black phone
Hood nigga Hot Cheetos what I snack on
Hood nigga it ain't nothin to get you at home
Trap nigga, nigga serving back to back jawns
Rap nigga wanna be a trap nigga clone
Standing in the kitchen with my wife beater on

Selling dope by the pot, straight drop it's all there
Yeah I just ran through the bag it's all there
Pull Up if you wanna buy a half it's all there
28, 36, a 1000, all there
Selling dope by the pot, straight drop it's all there
An I just ran through the check it's all there
Pull Up if you wanna buy a half it's all there
"
Drowning Without You,Fred V & Grafix,spotify:track:3S8RUI6Ox9VAQ0SrKiXAed,0.434,0.82,2,-6.355,1,0.0368,0.00712,0.0247,0.102,0.123,174.083,248089,4,22.8555,12,0,"I'm drowning without you
I can't breathe
There is something about you I still need
Since you're not here, I cannot find my way
"
Hostage,Chelsea Grin,spotify:track:6pbaTgcj9kCmw9aPg2qONs,0.501,0.987,8,-4.794,0,0.133,2.52E-05,0.275,0.365,0.213,129.981,196002,4,18.01039,8,0,"I see my demons staring at me now
Trapped in the hand of all that pulls me down
It's pulling me down, it's bleeding me out
I fight and fight behind these eyes to find a sign of life

Hostage!
Am I the only one?
Hostage!
Am I the only one?

I see my demons staring at me now
"
Can't Do Without You,Caribou,spotify:track:3n4M80UmJNHws4ZqdM7KEF,0.691,0.407,0,-9.053,1,0.0473,0.792,0.642,0.783,0.491,128.039,236400,4,91.69976,9,0,"Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without
Can't do without

I can't do without you
I can't do without you
I can't do without you
I can't do without you
I can't do without you
I can't do without you
I can't do without you
"
Out Of The Woods,Taylor Swift,spotify:track:5OndtwLGA9O6XHFcGm2H7r,0.552,0.841,7,-6.938,1,0.0372,0.00103,1.23E-05,0.337,0.342,91.993,235800,4,26.37151,11,1,"Looking at it now
It all seems so simple
We were lying on your couch
I remember

You took a Polaroid of us
Then discovered
(Then discovered)
The rest of the world was black and white
But we were in screaming color
And I remember thinking

Are we out of the woods yet?
Are we out of the woods yet?
Are we out of the woods yet?
Are we out of the woods?

Are we in the clear yet?
Are we in the clear yet?
Are we in the clear yet?
In the clear yet, good

Are we out of the woods yet?
Are we out of the woods yet?
Are we out of the woods yet?
Are we out of the woods?

Are we in the clear yet?
Are we in the clear yet?
Are we in the clear yet?
In the clear yet, good
(Are we out of the woods?)

Looking at it now
Last December
(Last December)
We were built to fall apart
Then fall back together
(Back together)

Ooh, your necklace hanging from my neck
The night we couldn't quite forget
When we decided, we decided
"
Someone You Loved,Lewis Capaldi,spotify:track:7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4,25.26028,10,1,"I'm going under and this time I fear there's no one to save me
This all or nothing really got a way of driving me crazy

I need somebody to heal, somebody to know
Somebody to have, somebody to hold
It's easy to say, but it's never the same
I guess I kinda liked the way you numbed all the pain

Now the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down, and then you pulled the rug
I was getting kinda used to being someone you loved

I'm going under and this time I fear there's no one to turn to
"
"i'm in love with u, sorry",j'san,spotify:track:5p684vIzF5LOkmHL3I0tyM,0.578,0.288,5,-17.204,1,0.0589,0.97,0.633,0.125,0.276,94.983,90316,4,60.89476,4,0,"I'm in love with you
You heard me?
I guess
I'm in love with you
"
Magnolia,Playboi Carti,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,0.791,0.581,11,-7.323,0,0.286,0.0113,0,0.35,0.438,162.99,181812,4,38.08253,11,1,"Yo, Pi'erre, you wanna come out here?

In New York I Milly Rock (rock)
Hide it in my sock (sock)
Running from the opp (opp)
And I shoot at opp (opp) uh, uh (what?)
And I'm on the block (what?) Uh, uh (what? What?)
And I'm on the block (what?)

In New York I Milly Rock (hello?)
Hide it in my sock (what?)
Hide it in my sock (what?)
Selling that rerock (what? Woah, what? What? Uh, what? What?)
In New York I Milly Rock (ooh)
Hide it in my sock (woah)
Used to sell rerock (what?)
Runnin' from the cops (woah)
Shootin' at these opps (woah)

Yo, Pi'erre, you wanna come out here? (Woah)
Shooting at these opps (what?)
'Cause I run they block (what?) Uh
Give me top (top) uh, in my drop-top
All these hoes gon' flock (flock, flock)
When I drop, yeah (drop, drop)
All these hoes gon' flock (flock, flock)
When I drop, yeah (drop, drop)
All these hoes gon' flock (flock, flock)
When I drop, uh (drop, drop)
Woo, woo, woo, woo (bih)
Woo, woo (bih) woo, woo (bih)

All these hoes want cash (cash)
All these hoes want bags, uh
Fucking on your bitch (bih) uh
I'm her dad (yeah) uh
"
I'll Show You,Justin Bieber,spotify:track:0SNIAtRCPVVLoGEPcuHSIc,0.361,0.608,9,-6.757,0,0.098,0.05,7.96E-05,0.183,0.0789,191.812,199947,4,26.89489,10,1,"My life is a movie
And everyone's watching.
So let's get to the good part
And pass all the nonsense

Sometimes it's hard to do the right thing
When the pressure's coming down like lightning
It's like they want me to be perfect
But they don't even know that I'm hurting

This life's not easy
I'm not made out of steel
Don't forget that I'm human
Don't forget that I'm real
Act like you know me
But you never will
But that's one thing that I know for sure
I'll show you

"
Cop Car,Keith Urban,spotify:track:5vCgOg9VqRaAUbnflCO6P3,0.538,0.664,1,-6.318,1,0.0392,0.193,0,0.0918,0.366,154.033,256747,4,29.1165,9,1,"We drove right past that no trespassing sign
We sat on the tailgate and watched the planes take off
We thought we had all night
There was no need to rush
That's when those cops came pulling up
And I thought, ""Man, ain't this some sh—""

Your daddy's gonna kill me
But if I survive tonight
I wouldn't change one thing
Baby, yeah I know it sounds crazy

But there was something 'bout the way the blue lights were shining
Bringing out the freedom in your eyes
I was too busy watching you going wild child
To be worried about going to jail
You were thinking that running for it would make a good story
I was thinking you were crazy as hell
And you were so innocent, but you were stealing my heart
I fell in love in the back of a cop car

Man they weren't playing
They sure threw those cuffs on quick
You tried to sweet talk 'em
They didn't fall for it
"
Saturday Nights,Khalid & Kane Brown,spotify:track:5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02E-05,0.11,0.341,167.923,210667,4,47.29151,11,1,"Saturday nights
Blueberry cigarillos
Swishers make my throat hurt
Rolling OCB's on the side for me
Light 'em up and let 'em both burn
Family feuds, say your mom's confused
Off of shit she doesn't wanna learn
But daddy's gone, say he's never home
And wishing only makes it worse

I guess there's certain dreams that you gotta keep

'Cause they'll only know what you let 'em see

And all the things that I know
That your parents don't
They don't care like I do
Nowhere like I do
And all the things that I know
That your parents don't
They don't care like I do
Nowhere like I do
Nowhere like I do
"
Crying In The Club,Camila Cabello,spotify:track:1SJtlNRJDeYHioymcvsqev,0.334,0.617,6,-5.834,0,0.383,0.334,0,0.163,0.603,85.227,216391,4,34.60655,11,1,"You think that you'll die without him
You know, that's a lie that you tell yourself
You fear that you lay alone forever now
It ain't true, ain't true, ain't true, no

So put your arms around me tonight
Let the music lift you up
Like you've never been so high
Open up your heart to me
Let the music lift you up
Like you've never been this free
'Til you feel the sunrise
Let the music warm your body
Like the heat of a thousand fires
The heat of a thousand fires

Ain't no crying in the club (Hey, hey)
Let the beat carry, your tears as they fall, baby
Ain't no crying in the club (Hey, hey)
With a little faith, your tears turn to ecstasy
Ain't no crying in the club
I won't, I won't, I"
Somewhere In My Car,Keith Urban,spotify:track:3MFV4DgrAOXz6KURPQxRj9,0.588,0.861,10,-5.531,1,0.0395,0.00546,1.38E-05,0.0797,0.525,118.008,195973,4,30.11605,8,1,"Mm-mm-mm

I'm driving home tonight, catching all red lights
That's alright 'cause I don't want to be alone
There's nobody waitin' there, cold and empty bed
Words I wished I'd said come on the radio

Ooh-ooh-ooh
And I don't know why I do this to myself
Ooh-ooh-ooh
I know you're with someone else

But in my mind, we're somewhere in my car
And it's raining hard on the streetlight glow
You got your lips on mine, it's gasoline on fire, I never will forget
You grabbed my shirt and pulled it over my head
And your fingertips slide up and down my back
Breathin' hard, steamin' up the glass
I'd give anything if I could bring it back, oh-oh-oh-oh

So, I've been sleeping 'til noon, in the same bedroom
"
In Case You Didn't Know,Brett Young,spotify:track:10M2Ex445zw585Ducldzkw,0.607,0.536,10,-7.306,1,0.0305,0.386,0,0.102,0.434,147.986,224853,4,33.89121,10,1,"I can't count the times
I almost said what's on my mind
But I didn't

Just the other day
I wrote down all the things I'd say
But I couldn't
I just couldn't

Baby I know that you've been wondering
Mmm, so here goes nothing

In case you didn't know
Baby I'm crazy bout you
And I would be lying if I said
That I could live this life without you
Even though I don't tell you all the time
You had my heart a long long time ago
"
22,Taylor Swift,spotify:track:3bIxTsfeNMO7Nt2J3EUKrA,0.658,0.729,7,-6.561,1,0.0378,0.00215,0.0013,0.0752,0.668,104.007,230133,4,23.86222,9,1,"It feels like a perfect night to dress up like hipsters
And make fun of our exes, uh uh uh uh
It feels like a perfect night for breakfast at midnight
To fall in love with strangers uh uh uh uh
Yeaaaah
We're happy free confused and lonely at the same time
It's miserable and magical oh yeah
"
Love You Like A Love Song,Selena Gomez & The Scene,spotify:track:0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,188453,4,52.55034,9,1,"It's been said and done,
Every beautiful thought's been already sung,
And I guess right now here's another one,
So your melody will play on and on,
With the best of 'em

You are beautiful,
Like a dream come alive, incredible,
A centerfold, miracle, lyrical,
You've saved my life again.
And I want you to know baby

I-I love you like a love song, baby
I-I love you like a love song, baby
I-I love you like a love song, baby
And I keep hittin' repeat-peat-peat-peat-peat-peat.

I-I love you like a love song, baby
I-I love you like a love song, baby
"
Another One Bites The Dust,Glee Cast,spotify:track:5sKuVASn4mzf7lTOUfaLVK,0.95,0.432,9,-5.457,1,0.109,0.0249,1.43E-05,0.155,0.769,109.99,180760,4,34.38839,10,1,"Ooh, let's go!

Steve walks warily down the street
With his brim pulled way down low
Ain't no sound but the sound of his feet
Machine gun's ready to go

Are you ready? (Hey)
Are you ready for this?
Are you hanging on the edge of your seat?
Out of the doorway the bullets rip
To the sound of the beat, yeah

Another one bites the dust
Another one bites the dust
And another one gone
And another one gone
Another one bites the dust
Hey, I'm gonna get you too
Another one bites the dust

How do you think I'm gonna get along
Without you when you're gone
"
