Title,Artist,Top Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness,Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity Score,Lyrics
Ni**as In Paris,JAY-Z,east coast hip hop,2011,140,86,79,-6,35,77,219,13,32,77,"We're gonna skate to one song and one song only
(Ball so hard, motherfuckers wanna fine me)

So I ball so hard, motherfuckers wanna fine me
But first niggas gotta find me
What's fifty grand to a motherfucker like me?
Can you please remind me?
Ball so hard, this shit crazy
Y'all don't know that don't shit faze me
The Nets could go 0 for 82
And I look at you like this shit gravy

Ball so hard, this shit weird
We ain't even 'posed to be here
Ball so hard, but since we here
It's only right that we'd be fair
Psycho, I'm liable
To go Michael, take your pick
Jackson, Tyson, Jordan, Game 6

Ball so hard, got a broke clock
Rollies that don't tick-tock
Audemars that's losing time
Hidden behind all these big rocks
B-Ball so hard, I'm shocked too
I'm supposed to be locked up too
You escaped what I escaped
You'd be in Paris getting fucked up too

B-Ball so hard, let's get faded
Le Meurice for like six days
Gold bottles, scold models
Spillin' Ace on my sick J's
B-Ball so hard, bitch, behave
Just might let you meet 'Ye
Chi-Towns, D. Rose
I'm moving the Nets, BK

...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
I Won' T Let You Down,Road Band,pop,2011,106,35,64,-14,7,59,233,54,3,33,"You ask me if I'm happy here
No doubt about it
You ask me if my love is clear
Want me to shout it
Gave you the best years of my life
Woman
I know I failed to treat you right
Woman

Don't let me out of here
Don't let me out of here

I won't let you down
Won't let you down again
I won't let you down
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Lego House,Ed Sheeran,pop,2011,160,64,59,-8,13,56,185,56,10,71,"I'm gonna pick up the pieces
And build a LEGO house
If things go wrong, we can knock it down
My three words have two meanings
But there's one thing on my mind
It's all for you

And it's dark in a cold December
But I've got you to keep me warm
If you're broken, I will mend you
And keep you sheltered from the storm that's raging on now

I'm out of touch, I'm out of love
I'll pick you up when you're getting down
And out of all these things I've done
I think I love you better now
I'm out of sight, I'm out of mind
I'll do it all for you in time
And out of all these things I've done
I think I love you better now
Now
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Dust Bowl,Joe Bonamassa,blues rock,2011,86,75,52,-7,20,70,273,36,5,44,"I'm gonna make my own way
I'm gonna head downtown
Walk around, settle down,
Find me a proper drink
Don't need a helmet
To get me through life
I walk across the water
Blame it on foolish pride

Lifting me up
Tearing me down
All you give me is indecision
The classic run-around
Bringing me higher
Keeping me whole
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Damn Those Eyes,Kane,dutch pop,2011,172,76,34,-7,35,33,251,0,4,39,"Damn those eyes, they keep me torn inside
She runs like a river through me, always you
Eyes don't lie, words may try
She comes like a mystery, flows through me
And I swear it's true, always you

I wish I could run into you now, yeah
I wish I could run into you now

If I see you one more time
Maybe I'd feel better, yeah, oh
If I see you one more time
Maybe I'd feel not so cold
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
These Days,Foo Fighters,alternative metal,2011,135,66,53,-4,21,22,298,0,3,64,"One of these days, the ground will drop out from beneath your feet
One of these days, your heart will stop and play its final beat

One of these days, the clocks will stop and time won't mean a thing
One of these days, their bombs will drop and silence everything

But it's alright
Yeah, it's alright
I said it's alright

Easy for you to say
Your heart has never been broken
Your pride has never been stolen
Not yet, not yet

One of these days
I bet your heart'll be broken
I bet your pride'll be stolen
I'll bet, I'll bet, I'll bet, I'll bet
One of these days
One of these days
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Georgia on My Mind,Ray Charles,adult standards,2011,131,32,29,-8,19,20,215,86,3,49,"Georgia, Georgia
The whole day through (the whole day through)
Just an old sweet song
Keeps Georgia on my mind (Georgia on my mind)

I said-a Georgia
Georgia
A song of you (a song of you)
Comes as sweet and clear
As moonlight through the pines

...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Charlie Brown,Coldplay,permanent wave,2011,138,74,43,-7,33,9,285,2,4,67,"Stole a key
Took a car downtown where the lost boys meet
Took a car downtown and took what they offered me

To set me free
I saw the lights go down at the end of the scene
Saw the lights go down and standing in front of me

In my scarecrow dreams
When they smash my heart into smithereens
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
I've Just Lost Somebody,Golden Earring,album rock,2011,88,40,37,-13,8,27,189,4,3,27,"She came down from far away and smiled at me

In one moment I found out how love can be
Then I realized that she had gone again
I've just lost somebody
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Skyfall - Full Length,Adele,british soul,2012,76,55,35,-7,11,8,286,42,3,74,"This is the end
Hold your breath and count to ten
Feel the earth move and then
Hear my heart burst again

For this is the end
I've drowned and dreamt this moment
So overdue, I owe them
Swept away, I'm stolen

Let the sky fall
When it crumbles
We will stand tall
Face it all together

Let the sky fall
When it crumbles
We will stand tall
Face it all together
At sky fall
At sky fall

Skyfall is where we start
A thousand miles and poles apart
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Holiday In Spain,Counting Crows,alternative rock,2012,126,32,65,-11,13,28,233,66,3,56,"Got no place to go
But there's a girl waitin' for me down in Mexico
She got a bottle of tequila, a bottle of gin
And if I bring a little music, I could fit right in

We got airplane rides
We got California drowning out the window side
We've got big black cars, and we got stories
How we slept with all the movie stars

I may take a holiday in Spain
Leave my wings behind me
Drink my worries down the drain
And fly away to somewhere new

Hop on my Choo-Choo
I'll be your engine driver in a bunny suit
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Radioactive,Imagine Dragons,modern rock,2012,136,78,45,-4,67,24,187,11,6,73,"I'm waking up to ash and dust
I wipe my brow, and I sweat my rust
I'm breathing in the chemicals

I'm breaking in, shaping up
Then checking out on the prison bus
This is it, the apocalypse, woah

I'm waking up
I feel it in my bones
Enough to make my system blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age

Woah-oh-oh-oh, oh
Whoa-oh-oh-oh, I'm
Radioactive, radioactive
Whoa-oh-oh-oh, oh
Whoa-oh-oh-oh, I'm
Radioactive, radioactive
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Video Games - Remastered,Lana Del Rey,art pop,2012,122,26,39,-10,9,18,282,81,3,55,"Swinging in the backyard
Pull up in your fast car
Whistling my name

Open up a beer
And you say, ""Get over here
And play a video game""

I'm in his favorite sun dress
Watching me get undressed
Take that body downtown

I say, ""You the bestest""
Lean in for a big kiss
Put his favorite perfume on
Go play a video game

It's you, it's you, it's all for you
Everything I do
I tell you all the time
Heaven is a place on earth with you
Tell me all the things you wanna do
I heard that you like the bad girls
Honey, is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
Baby, now you do
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Demons,Imagine Dragons,modern rock,2012,90,71,51,-3,33,43,175,19,3,73,"When the days are cold
And the cards all fold
And the saints we see are all made of gold
When your dreams all fail
And the ones we hail
Are the worst of all, and the blood's run stale

I wanna hide the truth
I wanna shelter you
But with the beast inside
There's nowhere we can hide
No matter what we breed
We still are made of greed
This is my kingdom come
This is my kingdom come

When you feel my heat, look into my eyes
It's where my demons hide
It's where my demons hide
Don't get too close, it's dark inside
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
She,Elvis Costello,art rock,2012,131,28,33,-13,13,28,188,43,3,64,"May be the face I can't forget
A trace of pleasure or regret
May be my treasure or the price I have to pay
She may be the song that summer sings
May be the chill that autumn brings
May be a hundred different things
Within the measure of a day.

May be the beauty or the beast
May be the famine or the feast
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Just Give Me a Reason (feat. Nate Ruess),P!nk,dance pop,2012,95,55,78,-7,13,44,243,35,5,81,"Right from the start
You were a thief, you stole my heart
And I, your willing victim
I let you see the parts of me
That weren't all that pretty
And with every touch you fixed them

Now you've been talking in your sleep, oh, oh
Things you never say to me, oh, oh
Tell me that you've had enough
Of our love, our love

Just give me a reason
Just a little bit's enough
Just a second, we're not broken, just bent
And we can learn to love again
It's in the stars
It's been written in the scars on our hearts
We're not broken, just bent
And we can learn to love again

I'm sorry I don't understand
Where all of this is coming from
I thought that we were fine
(Oh, we had everything)
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Try,P!nk,dance pop,2012,104,63,67,-7,9,55,248,0,3,73,"Ever wonder 'bout what he's doin'?
How it all turned to lies?
Sometimes I think that it's better
To never ask why

Where there is desire, there is gonna be a flame
Where there is a flame, someone's bound to get burned
But just because it burns doesn't mean you're gonna die
You've gotta get up and try, try, try
Gotta get up and try, try, try
Gotta get up and try, try, try

Funny how the heart can be deceiving
More than just a couple times
Why do we fall in love so easy
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Winter,Tori Amos,art pop,2012,78,20,24,-14,11,27,345,98,3,19,"Snow can wait, I forgot my mittens
Wipe my nose, get my new boots on
I get a little warm in my heart when I think of winter
I put my hand in my father's glove

I run off where the drifts get deeper
Sleeping Beauty trips me with a frown
I hear a voice, ""You must learn to stand up
For yourself 'cause I can't always be around""

He says, when you going to make up your mind?
When you going to love you as much as I do?
When you going to make up your mind?
'Cause things are going to change so fast
All the white horses are still in bed
I tell you that I'll always want you near
You say that things change, my dear
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
Madness,Muse,modern rock,2012,180,42,50,-8,11,22,281,13,7,70,"I, I can't get these memories out of my mind
And some kind of madness has started to evolve
And I, I tried so hard to let you go
But some kind of madness is swallowing me whole, yeah

I have finally seen the light
And I have finally realized what you mean

And now I need to know, is this real love?
Or is it just madness keeping us afloat? Hmm
And when I look back at all the crazy fights we've had
...

******* This Lyrics is NOT for Commercial use *******
(1409623212687)"
