track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Lyrics
Black Metal,Vader,spotify:track:7es8PMYfnqE6t2Ym5y53Qq,0.423,0.993,11,-2.664,1,0.145,1.32e-05,0.0144,0.919,0.32,169.826,193693,4,29.07091,11,0,"Black is the night, metal we fight
Power amps set to explode
Energy screams, magic and dreams
Satan records the first note.
We chime the bell, chaos and hell
Metal for maniacs pure.
Fast melting steel, fortune on wheels
Brain hemorrhage is the cure
For black metal
Lay down your soul to the gods rock 'n' roll

Freaking so wild, nobody's mild
Giving it all that you've got.
Wild is so right, metal tonight
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Find a Way - Bossa Edit,Metropolitan Jazz Affair,spotify:track:4Gx4zcq9ZmUBpnXNdLXA5R,0.805,0.671,4,-11.569,0,0.0572,0.0154,0.0115,0.0603,0.689,104.489,352320,4,75.01543,12,0,"If I want a thing, just find out your place
Got to find a way
Got a package with all that love and grace
Got to find a way

To find the words
Words that I should say
To sing the songs
Music I should play
Got to find a way

To find the words
Words that I should say
To sing the songs
The music I should play
Got to find a way

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Electricity,Iration,spotify:track:5UOOrcCcs5vX8ZVYqAIxh0,0.728,0.632,4,-7.152,0,0.0344,0.00777,7.54e-05,0.151,0.772,141.053,241493,4,30.65418,10,0,"It's hard to say, just how it
Feels, but I know when it's not
And I know when it's real
It's
Hard to describe this feeling I
Got,
But when I'm with you, I
Feel it a lot

When it's just
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Johnny I Hardly Knew Ya,Musical Blades,spotify:track:1oVLB0GHxRj5w3XxKFsdAL,0.68,0.468,1,-10.87,0,0.14,0.852,0,0.151,0.702,129.103,165573,4,22.7343,6,0,"When on the road to sweet Athy,
Hurroo Hurroo
When on the road to sweet Athy,
Hurroo Hurroo
When on the road to sweet Athy
A stick in the hand, A drop in the eye
A doleful damsel I heard cry
Johnny I hardly knew ya

Where are the eyes that looked so mild,
Hurroo Hurroo
Where are the eyes that looked so mild,
Hurroo Hurroo
Where are the eyes that looked so mild
When my poor heart you first beguiled
Why did ya run from me and the child
Johnny I hardly knew ya
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Sunshine And Summertime,Faith Hill,spotify:track:2TmD4OyEl5WyhXR6wIia6m,0.638,0.807,1,-6.489,1,0.032,0.0731,0,0.0594,0.778,118.997,207173,4,29.43973,12,1,"We've got barefoot ladies and tricked out Mercedes
And people gettin' crazy on the boulevard
We've got classic colas and ice cold coronas
And big pool parties in the back yard, I said

Hey that's the way we do it
New friends and blue skies that never end
Hey that's the way we like it
Good times, sunshine and summertime

You'll see straw sombreros and t-top camaros
Stereos blastin' in the parking lot
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Through Glass,Stone Sour,spotify:track:5NeIONQWJ25uPylJBJiO4c,0.545,0.753,3,-4.618,0,0.036,0.0417,0,0.389,0.434,105.754,282947,4,80.67491,7,1,"I'm looking at you through the glass
Don't know how much time has passed
Oh God, it feels like forever
But no one ever tells you that forever feels like home
Sitting all alone inside your head

'Cause I'm looking at you through the glass
Don't know how much time has passed
All I know is that it feels like forever
But no one ever tells you that forever feels like home
Sitting all alone inside your head

How do you feel? That is the question
But I forget, you don't expect an easy answer
When something like a soul becomes initialized
And folded up like paper dolls and little notes
You can't expect a bit of hope
So while you're outside looking in, describing what you see
Remember, what you're staring at is me

'Cause I'm looking at you through the glass
Don't know how much time has passed
All I know is that it feels like forever
But no one ever tells you that forever feels like home
Sitting all alone inside your head

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Take Me As I Am,Mary J. Blige,spotify:track:4gGYiGsxhPYpsGIttWLwlT,0.599,0.565,11,-4.663,0,0.0334,0.0663,0,0.207,0.576,82.251,237493,4,26.28254,13,1,"She's been down and out
She's been wrote about
She's been talked about constantly
She's been up and down
She's been pushed around
But they held her down, NYC
She has no regrets
She accepts the past
All these things they
Helped make to make she
She's been lost and found
And she's still around
There's a reason for everything

You know I've been holdin' on
Try to make me weak
But I still stay strong
Put my life all up in these songs
Just so you can feel me
So you can get the real me

So take me as I am (take me as I am)
Or have nothing at all (nothing at all)
Just take me as I am
Or have nothing at all (at all)

Now she's older now
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Face Drop,Sean Kingston,spotify:track:21XsBxsHuD8Ijk1mvR9bIb,0.634,0.827,2,-3.687,1,0.0393,0.00104,0,0.326,0.739,83.994,184573,4,32.98833,9,1,"Kingston, hey, face drop, oh
Kingston, I see your face drop, drop, drop

You touch my heart, disappear
I never knew how much it hurt here
(Made me feel like)
My girl, girl, girl, girl, girl

First came trust, then came love
But this was none of the above, I'm aware
(Made me feel like)
My girl, girl, girl, girl, girl, hey

But you're the one who said
That I'd be lost without you
(No, no, no, no)
You had your fun, couldn't write
This one without you, baby
(No, no, no)

And now I see your face drop
I told you not to leave me alone
And now that I got my own
I see your face drop
I told you not to count me out, hey

'Cause you always try to fill me with doubt
Sayin' that I look better if I was thinner
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
God's Will,Martina McBride,spotify:track:1gnGpGoosJEKQRs5MNoQQw,0.398,0.332,1,-9.106,1,0.0317,0.587,0,0.0846,0.191,121.531,349333,3,41.58854,12,1,"I met God's Will on a Halloween night
He was dressed as a bag of leaves
It hid the braces on his legs at first

His smile was as bright as the August sun
When he looked at me
As he struggled down the driveway, it almost
Made me hurt

Will don't walk too good
Will don't talk too good
He won't do the things that the other kids do
In our neighborhood

I've been searchin', wonderin', thinkin'
Lost and lookin' all my life
I've been wounded, jaded, loved and hated
I've wrestled wrong and right
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
A Unilateral Disgust,Skinless,spotify:track:6P9VRhB4xhYfv5kDgHmlOh,0.142,0.86,4,-5.801,1,0.0931,2.21e-06,0.761,0.332,0.288,154.983,255067,4,69.06974,9,0,"""War... It's fantastic!""
The whole of the world is crippled by the pain of focus
Advancement driving us to obliteration
Our punishment sought through history's reprieve
Self preservation giving way to a deeper sense of responsibility
Alleviate the burden
Equalize the imbalance of man
Inherent motivation to self cleanse
And self exterminate
What is left to save?
As virus spreads the land like manifest destiny
A unilateral disgust is what binds us
As one and against all
Cost for sake of comfort
We have nowhere else to go
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Long Way 2 Go,Cassie,spotify:track:4v5kAh2wWyCSuKuhMJK8u6,0.589,0.655,8,-8.138,1,0.0488,0.057,0.000353,0.372,0.675,105.272,220640,4,33.16312,12,1,"I love it when they try to get intimate
Even though they know I really ain't into it
(You're not into it?) I'm not into it
I already know the game and I've been through it
See I buy my own bags, my boots, my jeans
Wear La Rok with my Rebel Yell underneath
You wanna step to me?
Said you got a long way to go (rock with me now)

You claim that you're so hot
And you say you got skills in the bedroom
You try to flirt when you're so not
Had a chance you still never come through
You say you wanna come and see me
'Cause you know your girlfriend wanna be me (uh)
I'ma tell you why you can't
Said you got a long way to go
Say you wanna love me?

Wanna love me? Wanna touch me?
Think twice 'cause you gotta long way to go
Don't know how to act, better fall back (uh)
It's like that 'cause you gotta long way to go
It's not that deep, take it easy
You wanna please me? Got a long way to go
I'm a bad girl, you wanna get close?
Ease up 'cause you got a long way

I love it when they try to get scandalous
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Nobody But Me,Blake Shelton,spotify:track:5zni15XyrdqAGExRcMSJi2,0.637,0.682,2,-4.632,1,0.0291,0.376,0,0.17,0.541,81.016,158707,4,67.70781,6,1,"Don't waste your time looking over your shoulder
Those loves from the past ain't getting no closer
When I look in my future you're all I can see
(So honey) Don't go loving on nobody but me

Nobody but me gonna love you like you ought to be loved on
Nobody but me gonna cry if you up and leave
You can do what you want to, but I'm asking pretty please (Honey)
Don't go loving on nobody but me
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Gettin' Some,Shawnna,spotify:track:4uNisev7PGUAixBOagpgyY,0.825,0.586,4,-6.044,0,0.336,0.0901,0,0.0635,0.611,78.03,202760,4,52.22035,12,1,"Gettin', gettin', gettin'

I was gettin' some head
Gettin' gettin' some head
I was gettin' some head
Gettin' gettin' some head
I was gettin' some head
Gettin' gettin' some head
I was, she's the kinda girl dat make yo toes fly

I was gettin' some head
(DTP)
Gettin' gettin' some head
(Hustle)
I was gettin' some head
(DTP)
Gettin' gettin' some head
(Hustle)
I was gettin' some head
(DTP)
Gettin' gettin' some head
(Hustle)
I was, she's the kinda girl dat make yo toes fly
(DTP)

You know u niggas want a bitch like me
Apple bottoms with the wife beater, rockin' Nikes
All the niggas in the hood wanna call her wifey
If u got a pretty dolla then I prob'ly might be

U niggas poppin' collars while yo bitches pop p's
I'm gon' do it for my riders that get down and pop e
Think u can pop me, man u need to stop please
Catch me flyin' thru yo hood in a drop top v

I'm in the pop top three
And ma pops got G's
Say the watch got chilly
And the rocks got freeze

And u broads act silly
Gonna jack my steam
We're slippin' on your bippin' ma
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Cripplegate (Standing On Glass),Wovenhand,spotify:track:2uJgLaTLF7j1KopqwDM7pV,0.625,0.471,0,-8.566,0,0.0298,0.324,0.00253,0.0718,0.199,119.981,269227,4,34.09023,11,0,"Shake, sleep, wool and glass
Hung on nails, here and there
Wails the wall I pass

In you alone, in you alone
There is no harm
In you alone

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Back At One,Mark Wills,spotify:track:72MSivvHmzBcpSvcHRyf9b,0.627,0.451,11,-9.462,1,0.0275,0.174,0,0.0634,0.291,129.872,246493,4,66.04807,12,1,"It's undeniable that we should be together
It's unbelievable how I used to say that I'd fall never
The basis you need to know if you don't know just how I feel
Then let me show you now that I'm for real
If all things in time, time will reveal

(One) you're like a dream come true
(Two) just wanna be with you
(Three) girl, it's plain to see that you're the only one for me and
(Four) repeat steps one through three
(Five) make you fall in love with me
If ever I believe my work is done then I start back at one

It's so Incredible the way things work themselves out
And all emotional, once you know what it's all about babe
And undesirable for us to be apart
I never would have made it very far
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Before I Let Go - Edit/Remastered,Maze,spotify:track:6e9xnBJPs0y9omrSU3C3N4,0.776,0.556,6,-5.648,0,0.0346,0.179,1.48e-06,0.12,0.964,103.055,236107,4,27.7317,12,0,"You made me happy this you can bet
Stood right beside me and I won't forget
I really love you, you should know
I want to make sure I'm right before I let go

We had our good times that's not the same
We're hurting each other girl it's ashame
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
The Gambler,fun.,spotify:track:1Y5wYXgX9dHwSKZdQNHEhV,0.612,0.297,10,-7.571,1,0.0308,0.941,1.45e-06,0.109,0.46,99.937,251267,4,27.74998,11,0,"Slow down, we've got time left to be lazy
All the kids have bloomed from babies into flowers in our eyes
We've got fifty good years left to spend out in the garden
I don't care to beg your pardon, we should live until we die

We were barely eighteen when we crossed collective hearts
It was cold, but it got warm when you barely crossed my eye
Then you turned, put out your hand, and you asked me to dance
I knew nothing of romance, but it was love at second sight

I swear when I grow up I won't just buy you a rose
I will buy the flower shop, and you will never be lonely
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Stars,Switchfoot,spotify:track:35rwx1uz5V5tRKgHWtFmLO,0.527,0.976,2,-3.985,1,0.0645,0.000785,4.59e-06,0.141,0.269,131.792,260867,4,19.26826,10,1,"Maybe I've been the problem, maybe I'm the one to blame
But even when I turn it off and blame myself, the outcome feels the same
I've been thinkin' maybe I've been partly cloudy, maybe I'm the chance of rain
And maybe I'm overcast, and maybe all my lucks washed down the drain

I've been thinking 'bout everyone, everyone
You look so lonely

But when I look at the stars
When I look at the stars
When I look at the stars
I see someone else
When I look at the stars
The stars, I feel like myself

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
