Title,Artist,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time signature,Chorus Hit,Sections,Target,Lyrics
Sound Of Da Police,KRS-One,spotify:track:3Y6XWs8xMlCngyIxNOFnsp,0.794,0.95,1,-8.78,1,0.294,0.124,7.71E-05,0.133,0.324,94.984,258507,4,22.93256,9,1,"Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast (yes indeed)

Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast (yes indeed)

Stand clear, Don man'll talk
You can't stand where I stand, you can't walk where I walk
Watch out, we run New York
Policeman come, we bust him out the park
I know this for a fact, you don't like how I act
You claim I'm sellin' crack, but you be doin' that
I'd rather say see ya, 'cause I would never be ya
Be an officer? You wicked overseer!

You hotshot, wanna get props and be a savior
First show a little respect, change your behavior
Change your attitude, change your plan
There could never really be justice on stolen land
Are you really for peace and equality?
Or when my car is hooked up, you know you wanna follow me
Your laws are minimal
'Cause you won't even think about lookin' at the real criminal
This has got to cease
'Cause we be getting hyped to the sound of da police

Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast

"
What's So Different,Ginuwine,spotify:track:7jgZiwNyTH08evb3bDLfIy,0.798,0.616,11,-8.788,0,0.151,0.00941,5.09E-06,0.0637,0.96,78.884,235400,4,46.32599,7,1,"(Background Vocals by Timbaland)

[Intro]
What's so different? (Uh huh)
Baby (Say what?)
What's so different? (Uh huh)
Yeah (Bom, bom, bom, bom yeah)
If you cheated on him
How I know you ain't gon' do it to me?
(Can you feel this? Bom bom bom bom, yeah)
I need to tell you something
Check this out
(Uh, Ginuwine, check)

You say you love me.
But at one time you loved him
So what's so different?
Tell me if you, were in my shoes
What would you do or think of me?
Would you trust me?

But you feedin' me, All this rap about,
How it's different
But it's not mentioned what you're doin' is wicked.
Now I'm having, second thoughts about,
You and me, cuz this is not how I want it or it should be.

[Chorus]
You say you want my trust and
Told me you were leavin'.
How am I to know that you won't do it to me?
You're tellin' me it's different
But what the hell is different
"
Love Is A Killer,Vixen,spotify:track:2ZMO4x1D3aeXP1ISozKOnU,0.417,0.681,7,-9.796,0,0.0359,0.224,1.24E-05,0.128,0.257,186.238,283307,4,49.95652,10,1,"Only a fool believes
It's better to have loved and lost
Than never to have loved at all
But I don't wanna take that fall
It's a long, long, long way down

I'm hurt
Love struck me down again
Enticed me in and pulled the pin
Blew my tender heart sky high
Now in my pain I'm asking why
As I'm crying
Should I give it my last try
Or say goodbye

Love is a killer
A homicidal fiend
Love is a killer
It'll be the death of me
I got a target on my back
For a cupid dressed in black
"
Chief Rocka,Lords Of The Underground,spotify:track:34MRi5GRWHFUa731JBxFEl,0.89,0.716,1,-9.673,1,0.296,0.174,0.000589,0.0657,0.656,99.988,247400,4,43.71556,10,1,"Chief Rocka, Chief Rocka, Chief Rocka, Chief Rocka

Boom shaka laka yo here comes the Chief Rocka
Rock it down so jump up off the tip you're not my nucca
For sharper type to battle make the people say
Think I won't curse I'll break down and say puta

Hey madrigon sesa me bichafi mi chocha?
Say what I want because I'm that type of guy
Now fam a lam I'll be damned, slam jams the weak
Could it be the skunk weed that makes us oh so funky?

Now hold it let me choose, couldn't be the booze
No it's the shoes it's gotta be the shoes
'Cause girlies, they clock, they stand around and jock
So I say boom shaka lak, grab the microphone then rock

To think I'm the troop, when on the mic? I'll say it, it ain't the shows kid
Like drunk and a grump and sound over some
The cat in the hat and the mouse ran up the stairs
That doesn't make no sense, c'mon who cares?

See even without the gift there's yours so don't be tryin' to knock me
I say what I want to say, as long it sounds funk
Some MC's wanted to buy me, so they try to take stands
But they don't understand, I'm the motherfuckin' man

I amaze and astound, rhythm up and down
Smack a group of them around, let them know who wears the crown
Who's the tip of the top, the cream of the crop, the best under the sun?
I'm the Lord Chief Rocka, number one, Mr. Funke

The Lord Chief Rocka, number one, Chief Rocka
"
Agent Green,Metal Church,spotify:track:7Cc1BydA4CQSN2zksHbgeM,0.293,0.962,8,-6.573,1,0.0887,0.00174,3.45E-05,0.0621,0.173,97.234,357293,4,48.61867,17,0,"[K. Vanderhoof / M. Howe]

I hold the key to the world's security
Any price they'll pay to me, pay to me

I see the signs, and I heed the call, no one will know me, no one at all
Freedom is calling, the money's green, and to no country will I pledge my loyalty

I pass for someone who no one knows, I am the wolf who hides in political sheep's clothes
A peaceful world in jeopardy, it doesn't really matter all that much to me
"
Desert Rose,Eric Johnson,spotify:track:5s74rkA87hFH1iTzBngcFY,0.52,0.637,5,-12.319,0,0.0276,0.0386,5.55E-06,0.078,0.787,92.015,297560,4,34.91248,14,0,"Desert Rose that dances
In heat of the sky
I must pattern my life about you
You can make the most
When the waters run dry
Look into the well
Deep inside you

My Desert Rose
Born are the few
Always with me
Vision of you

Acrolith reflection
"
I'm Already Taken,Steve Wariner,spotify:track:6SeIgkwEboWc9m11n36WWE,0.377,0.194,7,-12.026,1,0.0316,0.861,5.01E-06,0.124,0.528,130.563,199707,4,41.48902,9,1,"My little third grade hand wrote I love you
On a note of yellow paper
And sent it to the front of the room to a little blonde-haired girl

The blonde-haired girl just opened it
And read it to herself
I was so embarrassed when she turned around and said

I'm already taken
You spoke up to late
I love somebody else
So you'll just have to wait

The years flew by so quickly
And there we were in junior high
I realized that I still loved her so
"
Nowhere To Go,Melissa Etheridge,spotify:track:035Wi3SCHzijMtWdhVv5K8,0.51,0.421,4,-11.24,1,0.0268,0.173,1.64E-05,0.187,0.215,102.577,353040,4,29.31219,14,1,"I know a place
Down past an old shack
On a road that goes to nowhere
Ain't nobody coming back
We can go there tonight
We can talk until dawn
Or maybe something else
I'll leave the radio on

CHORUS:
There's no one to hear
You might as well scream
They never woke up
From the american dream
"
Father Of Mine,Everclear,spotify:track:2hx4ptqsE8dboLH3NCLmaN,0.568,0.94,1,-5.401,1,0.0411,0.000431,4.96E-05,0.0779,0.738,97.096,231400,4,30.38029,12,1,"Father of mine
Tell me, where have you been?
You know I just closed my eyes
My whole world disappeared
Father of mine
Take me back to the day
Yeah, when I was still your golden boy
Back before you went away

I remember blue skies walking the block
I loved it when you held me high
I loved to hear you talk
You would take me to the movie
You would take me to the beach
Take me to a place inside
That's so hard to reach

Oh
Father of mine
Tell me, where did you go?
Yeah, you had the world inside your hand
But you did not seem to know
Father of mine
Tell me, what do you see?
When you look back at your wasted life
And you don't see me

I was ten years old
"
As Long As It Matters,Gin Blossoms,spotify:track:4LR75dqM5Y1SUVzxxvnnt1,0.395,0.727,7,-7.58,1,0.0294,0.0157,0.000871,0.122,0.649,180.789,271840,4,24.77232,15,1,"How can I find something
That two can take
Without stumbling as we
Walk into our future's wake

I'm like a broken record
That you can play
Repeating as if it matters
Everything I want to say

I'll be all right
As long as it matters
As long as you're here with me now
"
Hook,Blues Traveler,spotify:track:27IRo2rYeizhRMDaNVplNM,0.562,0.742,9,-6.355,1,0.0346,0.0369,1.47E-06,0.102,0.793,165.6,289200,4,92.14822,11,1,"It doesn't matter what I say
So long as I sing with inflection
That makes you feel I'll convey
Some inner truth or vast reflection
But I've said nothing so far
And I can keep it up for as long as it takes
And it don't matter who you are
If I'm doing my job, it's your resolve that breaks

Because the hook brings you back
I ain't tellin' you no lie
The hook brings you back
On that you can rely

There is something amiss
I am being insincere
In fact I don't mean any of this
"
Don't Stop The Music,Playa,spotify:track:3d4euhK4FGQsDataAlslVs,0.742,0.756,7,-2.743,1,0.0967,0.0255,0.000123,0.0333,0.791,77.008,193560,4,72.51858,7,1,"This little girl didn't care what anybody said
She got the whole world dancing to the music in her head
They loved to trash her bad, laugh at her and call her names
And now they all try to copy her, isn't that a shame
It only made her stronger
Don't stop, stop the music
The world will keep turning if you use it, get out there and
Don't stop, stop the music
People keep on dancing, you can do it
Baby come on
Baby come on
He knew that he was different
"
She's Got That Vibe,R. Kelly & Public Announcement,spotify:track:3YqH26H4kyG3usFtOc8v4P,0.801,0.693,1,-10.239,1,0.073,0.0504,0,0.168,0.742,113.137,274133,4,20.9245,10,1,"A yo R. Kelly
What's up man
You been spending a lot of time with this girl man
I don't know man
She just got that vibe you know what I'm saying
Aiight tell em the script
Aiight bet

Vibe, vibe, vibe
You've got that vibe
Vibe, vibe, vibe
You've, you've, you've got that
Vibe, vibe, vibe
Girl you've got
That vibe

Ooh, stop the press
Girl you turn me on
And I wonder
If I could take you home
I must confess
The tight mini-skirt you wear
I just can't help it baby
I can't help but stare
So
Tell the DJ
To pump it up a little more
Hey girl
I gotta let you know
That you've got that vibe

It's one o'clock
And the party's just beginning
The place is jumping
Ooh what a lovely scene
Gotta let you know
Let you know the deal
"
Chainsaw Dismemberment,Mortician,spotify:track:76rl8bu092FOT8xrT5fJVU,0.439,0.604,0,-12.649,1,0.128,0.00204,0.00254,0.511,0.416,125.229,159267,4,74.91336,7,0,"Cannibals- return to kill
Meet your death- sawed in two
Body parts- strewn about
"
It's The Things You Do,Five,spotify:track:4lWCP7IA9dQJGbOdKbVx61,0.768,0.871,8,-4.255,0,0.0393,0.0792,0,0.325,0.961,94.02,208960,4,31.64881,10,1,"It's the things you do
That have made me fall
So in love with you
You can have it all
What else can I do
Nothing left to prove
It's the things you do

You touched my love line so deep inside I
Never thought I'd feel so good
Oh no. No need to hide now
Open up your mind now
Let me make it understood because

Nobody ever said to me
All of the things we shared within
Now that I know that you can see
Let me fill you up

It's the things you do
That have made me fall
So in love with you
"
Lonesome Bedroom Blues,William Clarke,spotify:track:6a2GFiWodKXdHDFPcaCRdL,0.384,0.455,7,-13.386,0,0.0312,0.29,0.00241,0.116,0.481,179.803,345667,3,31.71744,15,0,"Lonesome bed blues

Well it's lonesome in my bedroom baby, darling just me and myself alone
Well it's lonesome in my bedroom sweetheart, darling just me and myself alone
"
Kinky Love,Pale Saints,spotify:track:3Uz3K1Ctq6MOIDqRddKHXo,0.376,0.277,1,-18.291,1,0.0357,0.133,0,0.0643,0.309,178.814,244240,4,47.49646,11,0,"Kinky love
Kinky I'm mad about you
Kinky love
I need you so bad

I need you kinky love
Kinky you're all that I've been thinking of
Kinky take me inside and let the honey slide
I need you kinky love

Good to me
Kinky do all the things you should to me
Wake up I'm nervous
Sleep inside of me
Open your gates and let the river free
"
Rain,SWV,spotify:track:4G1qRhOk1YY0kewtMaCrMC,0.643,0.486,4,-10.443,0,0.0278,0.337,3.86E-06,0.702,0.146,138.151,264507,3,66.59797,7,1,"Sometimes it's soft as a misty rain
That gently touches my soul
It cools the fire that burns in me
And I simply lose control
So just

Rain down on me
Let your love just fall like raindrops
Rain on me
Just rain down on me
Let your love just shower me
Just rain on me

Full as a dam at capacity
Passions about to explode, yeah
I can't escape its surrounding me
I'm caught in a storm
"
How Much Is Enough,The Fixx,spotify:track:7vuN1z8YZjzu00F8sQkzUG,0.627,0.918,0,-8.268,1,0.0585,0.119,2.19E-06,0.173,0.655,110.929,230560,4,32.96662,10,1,"How much is enough?

Good enough's not good enough
Don't complain that you've got it tough
With all you have your life's a bore
Can't relax you want so much more
Blind needs won't set you free
Can't you see that
Time is slipping away?
But I got to say

CHORUS
How much is enough when your soul is empty?
How much is enough in the land of plenty?
When you have all you want and you still feel nothing
How much is enough, is enough?

"
Feel So High,Des'ree,spotify:track:2HWyXrAd2voTlSFVVqFAVi,0.606,0.532,5,-10.426,1,0.0657,0.632,0,0.164,0.433,161.085,233267,4,38.5775,9,1,"Show me your company, come and tell me who you'll be
I'll try and take things easy, I'll be loose, I'll be carefree
I'm living for tomorrow not today, gotta make my plans so in case
I'll be prepared when I see you smiling

'Cause I feel so high away, I'm reaching out for your sky
I've boundless energies, I feel I could run a million miles
I'm riding on the wheel of fortune, taking me to places far and free
I feel so high when I approach your sky

When I touch your sky, I, I want my joy to be discreet
Can't seem to hide the feeling that you knock me from my seat
When I'm talking with my friends, you're the subject every time
I know I bore them but they do it to me sometimes
"
Angelia,Richard Marx,spotify:track:2cG2bZy32qIxWVbFrobSQ1,0.54,0.64,8,-8.557,1,0.0251,0.114,0.000685,0.245,0.523,97.033,317933,4,41.03667,12,1,"Memories of you and me
Tumble inside my head
The way that we used to be
Things that we said

No one has ever
Made me believe so strong
You left me to wonder
How did our love go wrong?

Angelia
Where you running to now?
Angelia
Got to make you turn around

I lie awake at night
Wait for the sun to shine
I still feel you next to me
"
Made Up My Mind,SaFire,spotify:track:14evcB9pIStazKsge52O8o,0.698,0.804,3,-10.383,0,0.0646,0.173,0.00581,0.649,0.745,118.708,287800,4,17.92581,14,1,"I still remember when I was young
Someone always had me under their thumb
But now I'm breaking free, a feeling inside of me
Its my decision I'm taking control
My intuition is letting me know
Its time to put myself first on the list
I wanna give all I have to give
Gonna live like I wanna live
I'm taking chances I've never taken before

Chours:
I made up my mind, stop wasting time
I do what I want, I live on the line
No stopping now, gonna take what's mine
"
